timestamp,AAPL,AMZN,GOOGL,MSFT,TSLA
2018-04-11,41.732858621423404,69.57339082324671,49.74019861552236,89.89312353205611,18.299433152518095
2018-04-12,41.83431737095401,68.91090718843608,49.71192429870461,89.78571034055713,18.317717489956387
2018-04-13,41.82665686639872,69.40802436939548,50.51220713632915,90.26529745014624,18.47496858233249
2018-04-14,42.12757395420714,68.77237708958063,50.12468371060683,90.3473472495667,18.549962002624504
2018-04-15,42.30419390337007,68.77809501472427,50.57165812874701,90.38329310426188,18.611701538908218
2018-04-16,42.34270706812058,68.99889039930773,49.957525587180605,90.75414268754788,18.55000405925182
2018-04-17,42.839512354417714,69.84420301763004,50.15772137091095,91.08580373270131,18.59046616224932
2018-04-18,43.07893410593554,70.0488451944943,50.630085500617916,92.3582166660711,18.528599843474385
2018-04-19,43.3723161713624,70.19035983931236,50.76462491360647,92.45502856132934,18.5039446632096
2018-04-20,43.48856994699004,70.94661632498297,51.10714497185208,93.6321103224033,18.671185561391205
2018-04-21,43.28325056803334,70.69199825177108,51.324687189525726,93.8223927544405,18.724092218034894
2018-04-22,43.4000038982444,71.02534807150975,51.35747475882135,94.43681928826585,18.852509864187873
2018-04-23,43.45247688367635,71.51344370419466,51.27728768736764,94.97560111165839,18.831026118888715
2018-04-24,43.211001703338695,73.09160810779038,51.40876284397849,95.34974130884993,18.83807168704518
2018-04-25,42.572903015650766,73.30797587149425,51.43579660870879,95.27452141020164,18.949015331734156
2018-04-26,42.3057410877036,73.16483045854122,51.3152290170041,95.07987624269764,18.82096271688593
2018-04-27,41.95779795402709,74.08269168105565,51.40601231829171,95.0679651855068,18.82049350742742
2018-04-28,42.019200070737504,74.08033470931626,51.42642665272391,95.02359123370648,18.922597102908842
2018-04-29,41.92048371739308,74.63036772189142,51.44751882653178,95.06723460765383,19.029809886328977
2018-04-30,41.72145310867772,75.64715822467237,51.42905798961909,95.46287313056342,18.855788323840027
2018-05-01,41.687742640715946,76.76950784116546,51.3357469303619,95.33151129637709,18.90610687711366
2018-05-02,41.63167948570854,77.23478679974075,51.383254702363466,95.46493536242933,19.022907646208182
2018-05-03,41.75822792836642,77.67119307044373,51.31339599732147,95.2877520109546,19.06899447772369
2018-05-04,41.699360967037514,78.29350600098282,51.31780634616316,95.42319821602419,19.15650308931758
2018-05-05,42.212277944810104,78.03736580669265,51.623699421090905,95.19720900749148,19.216207535909177
2018-05-06,42.17859354737913,78.17160802401352,51.571685396350595,95.20673818680838,19.27037528528687
2018-05-07,42.13752632374617,78.909336161764,51.314448405629165,95.46250739467287,19.13947229488318
2018-05-08,42.59682417797559,79.8973172332309,51.46135641378133,95.62407320484353,19.314525035515548
2018-05-09,42.95991042310429,80.1723799017576,51.60725994862608,95.80288277599406,19.374848603510983
