,timestamp,AAPL,ABBV,ADSK,ALGN,BIO,GRMN,INCY,MDT,MSFT,TEL
0,2018-04-11,42.520929180192105,91.3228636820261,128.0520714891058,249.68512375058572,247.1231045391879,58.68588757084836,70.64080231214237,78.24267686153493,91.16335922170909,97.42191842116318
0,2018-04-12,42.724290210313725,92.05116496216935,129.08741948745381,251.98771210492745,247.75688139992224,58.85399369067912,71.07593329101557,78.42641724158221,91.48040921023541,97.97043292976957
0,2018-04-13,42.96874181237024,92.04407058917828,130.3763119865267,255.14256400956458,248.21875174979445,58.936480841506146,69.13595103995435,78.65673706945424,92.04311038490091,98.1754990749108
0,2018-04-14,43.22838140785089,92.08614852917205,131.0574950850947,258.02059326590853,248.06553040217668,58.96711297941237,67.40513974189236,78.89448916802506,92.52724411677563,98.51081134573509
0,2018-04-15,43.34018013274146,92.33999840496315,131.4096062322725,259.3325416009591,248.55282271692198,59.07558759786662,68.23060495533939,79.00620293912223,92.79048490997631,98.8911581857848
0,2018-04-16,43.286560155742315,91.95499413646554,130.97145547699628,258.80035749959654,247.98861744481258,58.9933606700171,68.05059095796244,78.92609105329313,92.62015306773363,98.66497757203356
0,2018-04-17,43.457860695385385,91.70519757125103,130.72387274427402,260.4662004934271,250.93001473157287,59.016642255007774,68.8593929096946,79.32959467810618,93.07811932925755,98.83655973166285
0,2018-04-18,43.66680220833368,91.95905101347908,130.80966195233444,262.25615395534186,253.78425699761408,59.13754841856287,68.99299566656995,79.4921757039477,93.57783073657565,99.18493498938795
0,2018-04-19,43.826016260523375,92.41984297869712,131.75629025507703,265.34593907912495,257.232601416124,59.32367053220095,68.9705187140791,79.62082462902256,94.25181505891469,99.7458526232332
0,2018-04-20,43.85460263633846,92.59059588141517,132.3569819291842,264.72027095742305,260.2236983050291,59.349288628361236,68.85891631299681,79.82204401035277,95.05186657133557,100.31489238565179
0,2018-04-21,43.53097947551796,92.68659496662387,132.46428971467404,262.9364962340273,262.9024535856378,59.33714024718084,69.06746136503862,80.0266355851038,95.63702684598913,100.74591748166584
0,2018-04-22,43.45259588179061,92.70107522263787,132.81101948609913,262.43325692540344,262.23004453193806,59.331120238022976,68.9332303142465,79.9318188315266,95.78822711931706,100.88918036308057
0,2018-04-23,43.25253436162285,92.54220625311243,132.55346052597778,260.45224404007797,261.33062448388654,59.22814033205457,68.77335704292211,79.83997643010483,95.60172646834415,100.82636470323729
0,2018-04-24,42.62096085252921,92.27375526956801,131.61080736684983,254.4477929198394,260.7945487926762,58.8445441486026,68.37710982625654,79.81081903711247,95.38267199196923,100.38802881512784
0,2018-04-25,42.125437719454794,91.90186446290363,129.86615211828686,251.77912141218266,260.1301356578847,58.5245905744632,67.01625940378449,79.68871085924461,94.77936994931926,99.71745243070555
0,2018-04-26,42.02036988831982,91.72019507876378,128.62603856539835,251.47980533749285,259.7612370012211,58.29825458067392,65.90144283382774,79.6044551438339,94.2343263479786,98.52829859561415
0,2018-04-27,41.522313281935084,92.61308749362553,127.72913085125288,250.90205450542175,259.90509976583184,58.210199556479616,64.44051235783161,79.70907982256084,94.10171730766496,97.18352893787757
0,2018-04-28,40.92823652382345,93.74065723681052,126.78729813523525,249.94783601677452,259.7757211071088,58.17973609502236,63.056232808452556,79.9485069343182,94.2390028027911,95.70349370181381
0,2018-04-29,40.93036963670078,93.88487812855864,126.45692518293264,250.52017835956877,259.52212915720105,58.27709137074848,62.45514974215949,79.97056473283847,94.08204166991148,95.13418296418979
0,2018-04-30,40.983888899446505,94.42165913717885,127.06239504300247,252.49934906645385,259.70214887921895,58.43579944659733,62.88274708666525,80.12480156996992,94.31786072522826,94.8882081048977
0,2018-05-01,41.065061616304604,95.33322251460707,127.43663884696215,253.34828151315108,258.66481375487933,58.604110786640874,62.650315267114465,80.26644047002172,94.55654251871616,94.3456271939359
0,2018-05-02,41.311125275115195,96.25130319657785,127.449374406533,251.64684284798028,257.41452571650177,58.61361900707454,62.27847257610394,80.359693304026,94.70742956896163,93.95321692164414
0,2018-05-03,42.02917597844952,96.56639803927108,127.1688935073568,249.97598185621732,256.0274250506184,59.16158692763081,61.879247404521635,80.09162828143097,94.24602069432859,93.65211851595694
0,2018-05-04,42.61456838331266,97.80461312852596,127.17445752326137,251.02677805897054,254.15071444467858,59.524736689356175,61.30130734797077,79.99612640955677,94.14799267476751,92.53135604963816
0,2018-05-05,43.61139821036256,98.99214130238967,127.71419051201406,252.94559650845312,252.75419028623145,59.81643530504361,60.79782821255706,80.20254773733795,94.32223857270245,91.69739772837275
0,2018-05-06,43.90729142807469,99.5757557444454,127.92712051272028,253.95436992856037,252.9437153115514,60.03370651792567,60.79760579163333,80.29056725964486,94.51977618088172,91.808296066024
0,2018-05-07,44.07148769000259,99.09340582793858,127.9055403497748,254.4692046380507,253.05032424469763,60.21184459532329,60.99320965244749,80.19898027443534,94.42420180497388,91.85920692617478
0,2018-05-08,44.50933984337254,98.93960643848183,129.16979530969684,257.6301659504594,253.48518544727966,59.70117297631816,61.34914711243007,81.19687100550543,94.9714499452296,92.0785247015597
0,2018-05-09,44.97278735675705,98.78257450155054,130.2042181045501,259.751037510048,254.07087344937594,59.55222404433068,61.436483182071804,81.93669155568611,95.32744279067607,92.32760845774712
0,2018-05-10,45.15470308248865,98.99569939694445,131.38016539935677,261.6065363973521,258.743584974127,59.45993130173268,61.87371826542391,82.5487964552977,95.69123100381464,92.52720545278834
0,2018-05-11,46.104860793166196,99.69904336551895,133.28342053222116,266.2745290554467,263.6382213370839,59.35627578323651,62.521570363531815,83.60093126213584,96.39141081370309,92.91185028682264
0,2018-05-12,46.923895489571784,100.6143688128866,135.13314721364375,272.87255111365135,269.9384758891667,59.24698311838567,63.42801278416843,84.62969051541118,97.04047033509417,93.40480929634181
0,2018-05-13,46.9376922480454,100.91908700272498,135.36389355501106,273.51447589714184,271.9128076363031,59.29275240780429,63.58909062298154,84.36304110604266,97.05256184902304,93.44659534698683
0,2018-05-14,46.98176052781358,101.29977915021051,135.53702069959547,274.5270933426244,274.56943978739747,59.27248397404461,63.8077884242569,84.55264581440375,97.22318861420031,93.54588401140215
0,2018-05-15,47.02605912041279,102.26693475428343,135.2936033528538,278.2874184054002,276.8233348121916,59.27310315140516,64.38258581444897,84.99657497210468,97.45193097781198,93.86360982270438
0,2018-05-16,46.844998912306764,102.54054948171182,135.22179916217777,279.5194150612517,277.9025193450008,59.28104425062916,64.76535029065923,84.7429759304405,97.33277687000496,93.97506161556855
0,2018-05-17,46.82698453076057,102.72506080256316,135.16095455428172,279.8417369597491,279.29486927934664,59.364698993933935,64.87554267206367,84.75187731398411,97.22714766901458,94.11421638146764
0,2018-05-18,46.905720530627484,103.58708526946997,135.90246178411005,284.78434965000037,283.77991170996927,59.4013998628878,65.4442573422276,85.09809731950111,97.21063248866021,94.55860429118913
0,2018-05-19,46.87679669637753,104.54579654606046,136.93027744528652,290.3325550703192,288.7647065207364,59.46421392618168,66.20366307186029,85.21562241434232,97.1487141220291,94.88960515663975
0,2018-05-20,46.858483233223595,104.33607343857683,137.35294803491792,290.5638758014484,288.6816496501039,59.48171888986414,66.11259801778988,85.04520104947171,96.98765794303537,94.8584767573485
0,2018-05-21,46.9082540558654,104.53514238749865,137.36710529427216,291.6745456983517,289.4413495562179,59.54205338040185,66.07520103421359,85.2278071066874,96.94847652569638,94.88951206401194
0,2018-05-22,46.87957428831573,104.78959691733853,137.701744305115,294.6113599463061,289.5888798052069,59.690542063683,66.0239624323194,85.19041365894081,97.03782239684736,95.00721898611556
0,2018-05-23,46.8883535620053,104.98896016229851,137.72220194824527,295.65709544684904,290.11576490768726,59.84146405669023,66.00640392393922,85.16858705402304,97.30093634640778,94.89544093495576
0,2018-05-24,46.99220774898871,104.92925786795685,137.80294940617063,297.7323479124477,289.5776703907009,59.95094986302908,65.75458747736512,85.29907554089124,97.76314819947287,94.84604119849186
0,2018-05-25,47.01143442537759,104.61615079649881,138.30984878745082,303.69544723948053,290.1357936411504,60.1718825403027,65.72829476338863,85.64984975636975,97.9810702084709,94.712259371079
0,2018-05-26,47.07331846102477,103.82680605955888,137.58208567106368,309.64210416913096,290.2090451646999,60.39127978352576,66.00192780157892,85.87589811198859,98.2347140479325,94.51887155862744
0,2018-05-27,47.07587481113828,103.56869172616287,137.4854911766386,310.1994896786876,289.66888933082174,60.37023714303722,66.05754085147271,85.92664818092884,98.23157571377027,94.32712934580532
0,2018-05-28,47.10321127732923,103.28288771073171,137.59773562194596,312.0624462421767,289.785357577097,60.35038752206277,66.17473255685711,86.05643007070469,98.29054756638128,94.3184119050833
0,2018-05-29,47.08506382505712,103.07348598669695,137.13053350932665,312.2242050185053,289.92002060388126,60.392416244178584,66.26357010820087,86.16676564114583,98.17671090009244,94.29240977031007
